187 -141.728 -148.154 -140.488 -4.007 0.002 1.492
188 -143.666 -148.193 -140.636 -3.619 -0.562 1.659
189 -145.29 -147.563 -140.436 -2.94 -0.977 1.678
190 -146.577 -146.111 -139.855 -2.227 -1.295 1.402
191 -147.684 -144.164 -138.837 -1.545 -1.377 0.864
192 -148.982 -142.531 -137.655 -1.107 -1.459 0.085
193 -150.319 -140.789 -136.266 -0.806 -1.459 -0.721
194 -151.775 -139.396 -134.923 -0.918 -1.43 -1.488
195 -153.317 -138.687 -133.839 -1.446 -1.382 -2.145
196 -154.719 -138.302 -133.18 -2.378 -1.217 -2.729
197 -156.042 -138.504 -133.291 -3.534 -1.216 -3.21
198 -157.271 -138.956 -134.21 -4.934 -1.141 -3.52
199 -158.162 -139.585 -135.807 -6.502 -1.122 -3.707
200 -158.755 -140.113 -138.206 -7.922 -1.151 -3.694
201 -158.828 -140.494 -140.974 -9.11 -1.224 -3.636
202 -158.319 -140.326 -143.798 -10.118 -1.405 -3.548
203 -157.269 -139.94 -146.63 -10.76 -1.733 -3.416
204 -155.362 -138.912 -148.495 -11.038 -1.982 -3.519
205 -152.816 -137.887 -149.618 -10.89 -2.229 -3.628
206 -149.956 -136.745 -149.561 -10.16 -2.404 -3.758
207 -147.008 -135.979 -148.955 -8.975 -2.511 -3.977
208 -144.099 -135.575 -147.968 -7.418 -2.553 -4.061
209 -141.638 -135.873 -147.138 -5.737 -2.448 -3.966
210 -140.156 -137.101 -146.903 -3.877 -2.25 -3.766
211 -139.036 -138.59 -146.86 -2.181 -2.072 -3.373
212 -138.437 -140.161 -146.947 -0.763 -1.948 -2.787
213 -138.577 -141.701 -147.652 0.515 -1.82 -2.12
214 -139.135 -142.679 -148.326 1.407 -1.707 -1.487
215 -139.912 -143.016 -148.895 2.02 -1.537 -0.869
216 -141.173 -142.94 -149.308 2.51 -1.274 -0.194
217 -142.431 -142.407 -149.477 2.889 -0.934 0.337
218 -143.488 -141.289 -148.987 3.243 -0.427 0.904
219 -144.71 -140.28 -148.413 3.77 0.032 1.357
220 -145.901 -139.089 -147.621 4.484 0.573 1.74
221 -146.849 -137.717 -146.381 5.392 1.1 2.156
222 -147.55 -136.205 -144.872 6.278 1.491 2.405
223 -147.976 -134.684 -143.06 6.901 1.872 2.597
224 -148.059 -133.025 -140.835 7.245 2.081 2.684
225 -147.763 -131.558 -138.269 7.24 2.217 2.654
226 -147.061 -130.357 -135.76 6.832 2.401 2.647
227 -146.192 -129.663 -133.866 6.262 2.621 2.51
228 -145.184 -129.341 -132.196 5.644 2.866 2.362
229 -144.067 -129.527 -131.41 4.964 2.986 2.231
230 -143.007 -130.279 -131.448 4.418 3.228 2.13
231 -142.293 -131.422 -132.037 4.065 3.325 1.866
232 -141.537 -132.449 -132.855 3.799 3.403 1.36
233 -140.537 -133.419 -133.649 3.718 3.334 0.72
234 -139.23 -133.945 -134.082 3.749 3.307 0.013
235 -137.602 -134.241 -134.359 3.74 3.236 -0.821
236 -136.05 -134.376 -134.482 3.706 3.138 -1.535
237 -134.216 -134.447 -134.232 3.527 3.105 -2.056
238 -132.53 -134.612 -133.824 3.251 3.153 -2.372
239 -131.096 -134.814 -133.111 2.795 3.155 -2.565
240 -129.807 -135.053 -132.349 2.159 3.24 -2.631
241 -128.921 -135.9 -131.954 1.533 3.147 -2.562
242 -128.252 -136.867 -131.692 0.84 2.969 -2.422
243 -127.538 -137.872 -131.448 0.137 2.636 -2.329
244 -126.899 -139.12 -131.415 -0.425 2.177 -2.243
245 -126.304 -140.313 -131.51 -0.813 1.53 -2.09
246 -125.95 -141.397 -131.635 -1.035 0.733 -1.788
247 -125.674 -142.45 -131.682 -1.052 -0.138 -1.501
248 -125.252 -143.197 -131.689 -0.747 -0.834 -1.042
249 -125.239 -143.599 -131.905 -0.423 -1.423 -0.405
250 -125.511 -143.991 -132.165 0.02 -1.761 0.272
251 -125.894 -144.136 -132.619 0.537 -1.967 1.01
252 -126.402 -144.079 -133.217 0.917 -2.018 1.738
253 -127.109 -143.766 -134.158 0.978 -1.94 2.375
254 -127.83 -143.151 -135.176 0.669 -1.682 2.838
255 -128.458 -142.021 -136.097 -0.004 -1.288 3.225
256 -129.144 -140.84 -137.043 -0.809 -0.736 3.457
257 -129.995 -139.692 -137.876 -1.775 0.049 3.49
258 -131.051 -138.939 -138.605 -2.598 0.909 3.377
259 -131.964 -138.255 -138.933 -3.114 1.999 3.193
260 -133.116 -138.181 -139.081 -3.129 2.937 3.131
261 -134.5 -138.619 -138.994 -2.819 3.816 2.856
262 -135.867 -139.069 -138.538 -2.111 4.376 2.666
263 -137.054 -139.301 -137.575 -1.216 4.406 2.429
264 -138.491 -139.469 -136.642 -0.374 3.942 2.219
265 -139.602 -139.301 -135.512 0.174 3.121 1.939
266 -140.33 -138.738 -134.238 0.351 1.972 1.446
267 -141.021 -138.179 -133.533 0.071 0.777 0.838
268 -141.393 -137.722 -133.383 -0.561 -0.284 0.021
269 -141.865 -137.554 -133.941 -1.614 -1.212 -1.099
270 -142.205 -137.296 -135.163 -2.711 -1.844 -2.387
271 -142.68 -137.379 -136.929 -3.748 -2.118 -3.806
272 -143.185 -137.396 -139.047 -4.458 -2.171 -5.306
273 -143.33 -137.002 -141.333 -4.724 -2.037 -6.718
274 -143.404 -136.073 -143.447 -4.512 -1.915 -7.842
275 -143.212 -134.804 -145.357 -3.806 -1.584 -8.564
276 -143.047 -133.553 -146.939 -2.783 -1.298 -8.885
277 -143.034 -132.658 -148.177 -1.59 -1.1 -8.649
278 -143.061 -132.306 -148.869 -0.637 -0.892 -8.052
279 -143.782 -132.877 -149.419 0.042 -0.714 -7.132
280 -144.716 -134.14 -149.35 0.615 -0.63 -5.974
281 -145.7 -135.619 -148.632 0.922 -0.68 -4.8
282 -146.798 -137.463 -147.402 1.011 -0.847 -3.706
283 -147.452 -139.334 -145.886 0.912 -1.062 -2.944
284 -147.42 -140.956 -144.13 0.838 -1.377 -2.4
285 -147.146 -142.054 -142.707 0.901 -1.604 -2.176
286 -146.129 -142.5 -141.369 1.036 -1.82 -1.918
287 -144.821 -142.234 -140.247 1.211 -1.831 -1.697
288 -143.76 -141.474 -139.518 1.355 -1.852 -1.344
289 -142.937 -140.323 -139.103 1.318 -1.765 -0.684
290 -142.751 -139.223 -138.853 1.252 -1.585 0.112
291 -142.715 -138.068 -138.329 1.058 -1.411 1.021
292 -143.312 -137.532 -138.104 0.878 -1.279 1.93
293 -144.189 -137.383 -137.767 0.688 -1.182 2.688
294 -145.362 -137.76 -137.321 0.46 -0.954 3.366
295 -146.705 -138.462 -136.643 0.08 -0.625 4.004
296 -147.939 -139.201 -135.928 -0.412 -0.271 4.544
297 -149.075 -139.902 -135.292 -1.142 0.197 4.954
298 -150.106 -140.347 -134.595 -2.172 0.705 5.262
299 -150.815 -140.667 -133.947 -3.302 1.232 5.271
300 -151.358 -140.802 -133.48 -4.386 1.646 5.152
301 -151.468 -140.467 -132.909 -5.276 2.063 4.844
302 -151.339 -140.038 -132.916 -5.777 2.334 4.412
303 -150.8 -139.355 -133.339 -5.949 2.456 3.782
304 -149.777 -138.816 -134.122 -5.681 2.713 3.033
305 -148.592 -137.974 -135.106 -4.955 2.892 2.21
306 -147.067 -137.131 -136.182 -4.012 3.079 1.49
307 -145.532 -136.318 -137.349 -2.872 3.2 0.998
308 -144.206 -135.488 -138.114 -1.734 3.359 0.69
309 -142.876 -134.924 -138.641 -0.744 3.44 0.615
310 -141.636 -134.405 -138.897 0.017 3.554 0.691
311 -140.587 -134.289 -138.744 0.646 3.495 0.859
312 -139.709 -134.447 -138.248 1.114 3.272 1.101
313 -139.185 -135.143 -138.14 1.433 3.053 1.277
314 -138.693 -136.148 -138.185 1.381 2.803 1.334
315 -138.151 -137.229 -138.204 1.083 2.376 1.351
316 -137.568 -138.186 -138.33 0.582 1.896 1.259
317 -136.738 -138.831 -138.31 0.013 1.425 1.213
318 -135.87 -139.343 -138.19 -0.595 1.013 1.09
319 -134.675 -139.717 -137.743 -1.141 0.596 0.981
320 -133.438 -140.032 -137.031 -1.512 0.214 0.851
321 -132.257 -140.136 -135.968 -1.77 0.029 0.641
322 -131.45 -140.512 -134.872 -1.838 -0.263 0.557
323 -130.877 -140.945 -133.818 -1.798 -0.512 0.48
324 -130.758 -141.528 -132.772 -1.859 -0.737 0.464
325 -131.189 -142.224 -131.973 -1.799 -0.89 0.497
326 -131.997 -143.062 -131.223 -1.689 -0.972 0.625
327 -133.071 -144.177 -130.761 -1.508 -1.044 0.886
328 -134.169 -144.884 -130.319 -1.288 -1.06 1.174
329 -135.263 -145.386 -130.174 -0.878 -1.022 1.561
330 -135.988 -145.769 -130.431 -0.417 -0.978 2.07
331 -136.382 -145.761 -130.876 0.024 -0.98 2.539
332 -136.406 -145.191 -131.256 0.309 -0.922 3.034
333 -136.017 -144.63 -131.829 0.478 -0.969 3.427
334 -135.432 -144.072 -132.35 0.427 -1.047 3.885
335 -134.663 -143.243 -132.708 0.196 -1.111 4.185
336 -133.792 -142.653 -132.881 -0.344 -1.323 4.401
337 -133.112 -142.135 -132.927 -0.957 -1.382 4.578
338 -132.446 -142.096 -132.898 -1.83 -1.326 4.608
339 -132.118 -142.266 -132.898 -2.639 -0.946 4.427
340 -131.723 -142.49 -132.757 -3.423 -0.503 4.231
341 -131.666 -142.502 -132.675 -4.081 0.165 3.747
342 -131.783 -142.606 -132.695 -4.488 0.991 3.113
343 -131.927 -142.496 -132.87 -4.576 1.824 2.246
344 -132.235 -142.262 -133.165 -4.464 2.692 1.196
345 -132.574 -141.826 -133.942 -3.959 3.424 -0.002
346 -132.731 -141.04 -134.543 -3.245 3.808 -1.335
347 -132.726 -140.279 -135.434 -2.333 4.055 -2.598
348 -132.651 -139.394 -136.331 -1.437 4.044 -3.761
349 -132.441 -138.441 -137.049 -0.477 3.877 -4.766
350 -132.439 -137.616 -137.873 0.147 3.531 -5.441
351 -132.471 -136.728 -138.412 0.499 3.162 -5.904
352 -132.77 -135.847 -139.06 0.784 2.716 -6.012
353 -133.153 -134.996 -139.265 0.904 2.182 -5.841
354 -133.582 -134.157 -139.319 0.922 1.633 -5.394
355 -134.334 -133.599 -139.261 0.899 1.104 -4.824
356 -134.958 -133.166 -138.944 0.828 0.762 -4.034
357 -135.532 -132.912 -138.678 0.855 0.519 -3.29
358 -135.976 -133.131 -138.444 0.98 0.521 -2.702
359 -136.158 -133.386 -137.99 1.255 0.646 -2.17
360 -136.236 -133.9 -137.66 1.626 0.8 -1.77
361 -136.284 -134.885 -137.538 1.91 0.974 -1.336
362 -136.18 -135.807 -137.39 2.309 1.149 -1.04
363 -136.217 -136.903 -137.643 2.536 1.113 -0.713
364 -136.355 -137.959 -138.139 2.752 0.958 -0.461
365 -136.65 -138.931 -138.988 3.03 0.624 -0.101
366 -137.279 -139.998 -139.914 3.351 0.182 0.41
367 -138.03 -140.512 -140.838 3.699 -0.37 0.959
368 -139.025 -140.887 -141.839 4.165 -0.838 1.679
369 -139.933 -140.74 -142.223 4.592 -1.204 2.562
370 -140.66 -140.055 -142.378 4.873 -1.342 3.525
371 -141.152 -139.177 -141.89 5.076 -1.253 4.398
372 -141.296 -138.367 -140.804 4.762 -0.91 5.045
373 -141.064 -137.59 -139.069 4.16 -0.513 5.331
374 -140.764 -137.092 -137.274 3.152 0.071 5.447
375 -140.677 -137.111 -135.45 1.819 0.857 5.139
376 -140.515 -137.461 -133.801 0.367 1.757 4.519
377 -140.611 -137.776 -132.504 -1.165 2.718 3.741
378 -140.911 -138.317 -132.11 -2.543 3.635 2.868
379 -141.286 -139.115 -132.589 -3.584 4.46 1.926
380 -141.706 -139.552 -133.518 -4.263 5.238 1.068
381 -142.138 -139.728 -135.064 -4.639 5.776 0.185
382 -142.496 -139.733 -136.733 -4.697 5.947 -0.466
383 -143.017 -139.458 -138.173 -4.373 5.898 -0.904
384 -143.665 -138.971 -139.238 -3.875 5.493 -1.116
385 -144.279 -138.662 -139.921 -3.209 5.017 -0.975
386 -144.854 -138.165 -139.879 -2.445 4.434 -0.656
387 -145.528 -137.849 -139.329 -1.665 3.667 0.018
388 -146.054 -137.729 -138.621 -0.99 2.879 0.746
389 -146.194 -137.653 -137.479 -0.364 1.997 1.489
390 -146.173 -137.821 -136.349 0.149 1.27 2.096
391 -146.089 -138.17 -135.57 0.474 0.561 2.6
392 -145.736 -138.69 -135.095 0.596 0.024 2.999
393 -144.886 -139.101 -134.775 0.488 -0.351 3.26
394 -144.037 -139.52 -134.837 0.009 -0.537 3.407
395 -143.256 -140.201 -135.289 -0.908 -0.689 3.455
396 -142.616 -140.912 -135.868 -2.232 -0.702 3.367
397 -142.008 -141.492 -136.162 -3.639 -0.806 3.132
398 -141.509 -142.014 -136.513 -5.224 -0.956 2.733
399 -141.402 -142.39 -136.721 -6.527 -1.119 2.283
400 -141.21 -142.473 -136.578 -7.334 -1.385 2.001
401 -141.026 -142.079 -136.132 -7.556 -1.538 1.878
402 -140.588 -141.461 -135.536 -7.083 -1.533 2.07
403 -139.858 -140.477 -134.866 -5.739 -1.26 2.633
404 -139.073 -139.531 -134.391 -3.796 -0.731 3.402
405 -138.376 -138.713 -133.914 -1.669 -0.125 4.185
406 -138.342 -138.518 -133.935 0.258 0.414 4.916
407 -138.451 -138.435 -133.906 1.904 1.019 5.484
408 -138.733 -138.609 -134.028 3.209 1.373 5.684
409 -139.503 -139.217 -134.28 4.235 1.776 5.574
410 -140.134 -139.835 -134.389 5 2.059 5.075
411 -140.702 -140.473 -134.43 5.366 2.317 4.159
412 -141.309 -141.276 -134.554 5.388 2.656 3.158
413 -141.755 -141.944 -134.448 5.087 3.045 2.072
414 -142.171 -142.708 -134.429 4.531 3.416 0.913
415 -142.634 -143.423 -134.578 3.754 3.845 -0.012
416 -142.766 -143.995 -134.579 3.001 3.941 -0.863
417 -142.729 -144.388 -134.813 2.448 3.938 -1.539
418 -142.037 -144.457 -134.807 2.099 3.62 -2.076
419 -140.68 -143.892 -134.521 2.152 2.989 -2.528
420 -139.019 -143.21 -134.147 2.468 2.191 -2.875
421 -137.393 -142.627 -133.769 2.867 1.418 -3.092
422 -135.625 -141.897 -133.557 3.312 0.802 -3.033
423 -134.142 -141.245 -133.272 3.609 0.359 -2.916
424 -133.009 -140.975 -133.394 3.714 0.279 -2.549
425 -132.169 -140.894 -133.548 3.631 0.471 -2.135
426 -131.426 -141.049 -133.87 3.525 0.864 -1.782
427 -130.659 -141.345 -134.332 3.317 1.493 -1.366
428 -129.938 -141.694 -134.884 3.19 2.321 -0.998
429 -129.292 -141.931 -135.709 3.126 3.107 -0.697
430 -128.789 -142.007 -136.504 3.137 3.933 -0.468
431 -128.416 -141.889 -137.342 2.942 4.592 -0.21
432 -128.113 -141.547 -137.835 2.604 5.026 -0.002
433 -127.985 -141.225 -138.291 2.174 5.31 0.134
434 -128.067 -140.936 -138.524 1.538 5.297 0.172
435 -128.184 -140.421 -138.427 0.705 5.005 0.172
436 -128.378 -139.908 -138.289 -0.098 4.37 0.042
437 -128.619 -139.451 -138.146 -0.95 3.589 -0.103
438 -128.67 -138.667 -137.975 -1.748 2.537 -0.29
439 -128.913 -138.021 -137.854 -2.485 1.488 -0.382
440 -129.11 -137.396 -137.645 -3.014 0.336 -0.374
441 -129.287 -136.733 -137.407 -3.377 -0.595 -0.405
442 -129.416 -136.202 -136.923 -3.494 -1.392 -0.377
443 -129.439 -135.633 -136.029 -3.598 -1.895 -0.357
444 -129.705 -135.257 -134.838 -3.657 -2.112 -0.301
445 -130.079 -135.145 -133.672 -3.591 -2.124 -0.265
446 -130.986 -135.338 -132.923 -3.42 -1.851 -0.394
447 -132.117 -135.508 -132.277 -3.105 -1.437 -0.437
448 -133.416 -135.732 -132.004 -2.633 -0.879 -0.488
449 -134.804 -135.808 -131.972 -1.874 -0.32 -0.453
450 -136.03 -135.907 -132.39 -0.9 0.291 -0.27
451 -137.127 -135.801 -132.819 0.118 0.787 -0.083
452 -137.816 -135.744 -133.484 1.155 1.085 0.316
453 -138.445 -135.739 -133.954 2.102 1.224 0.845
454 -139.176 -135.901 -134.318 2.86 1.314 1.407
455 -139.791 -136.371 -134.704 3.366 1.205 2.045
456 -140.389 -137.046 -134.974 3.456 0.959 2.578
457 -140.832 -137.799 -135.108 3.239 0.757 3.057
458 -141.242 -138.552 -135.181 2.726 0.422 3.454
459 -141.512 -139.156 -135.256 2.098 0.22 3.508
460 -141.618 -139.725 -135.174 1.197 -0.058 3.376
